review_id,new_image,suspected_match,review_type,frozen_test_involved,sha256_match,phash_distance,dhash_distance,ahash_distance,ssim_score,pixel_similarity_score,dimension_similarity,edge_similarity,color_histogram_correlation,orb_ratio_matches,orb_ransac_inliers,orb_inlier_ratio,other_evidence,final_auto_decision,decision_confidence,decision_reason
REVIEW_0165,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Monocled Cobra\1_002.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\1_002.jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.997148,0.999055,0.469484,0.987922,0.998891,4,4,1.0,aspect_similarity=0.563380; area_similarity=0.391236; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0166,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Monocled Cobra\1_010.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\validation\Venomous_Snake\1_010.jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.996486,0.998983,0.469484,0.980414,0.999615,8,7,0.875,aspect_similarity=0.563380; area_similarity=0.391236; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0169,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Monocled Cobra\9.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\9 (3).jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.998018,0.99994,0.469484,0.999748,0.988598,15,11,0.733333,aspect_similarity=0.563380; area_similarity=0.391236; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; strong geometrically consistent local-feature agreement plus supporting signals; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0170,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Monocled Cobra\bi5uo5ktrmbc1bcqqdrf.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\bi5uo5ktrmbc1bcqqdrf.jpg,DUPLICATE_REVIEW,NO,False,0,0,2,0.99838,0.99969,0.611621,0.992463,0.999239,15,8,0.533333,aspect_similarity=0.561162; area_similarity=0.666617; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0171,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Monocled Cobra\Cobra-Monocled-7356-full.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\Cobra-Monocled-7356-full.jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.993513,0.999743,0.3125,0.974226,0.999449,14,12,0.857143,aspect_similarity=0.562500; area_similarity=0.173611; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0172,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Monocled Cobra\cobra-monocled-naja-very-dangerous-looking-rat-food-67509736.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\cobra-monocled-naja-very-dangerous-looking-rat-food-67509736.jpg,DUPLICATE_REVIEW,NO,False,2,0,0,0.996194,0.999795,0.4,0.974416,0.999408,20,10,0.5,aspect_similarity=0.521173; area_similarity=0.307000; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0173,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Monocled Cobra\cobra-monocled.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\cobra-monocled.jpg,DUPLICATE_REVIEW,NO,False,0,2,0,0.996329,0.999489,0.350877,0.963478,0.999618,28,26,0.928571,aspect_similarity=0.666667; area_similarity=0.184672; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; strong geometrically consistent local-feature agreement plus supporting signals; strong crop/watermark-compatible feature and color/structure evidence; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0174,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Monocled Cobra\cobra.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\cobra.jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.99786,0.999821,0.5,0.977989,0.999123,29,25,0.862069,aspect_similarity=0.600000; area_similarity=0.416667; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; strong geometrically consistent local-feature agreement plus supporting signals; strong crop/watermark-compatible feature and color/structure evidence; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0175,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Monocled Cobra\Krabi_King_Cobra_Show_4.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\Krabi_King_Cobra_Show_4.jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.998431,0.999717,0.332226,0.992269,0.99914,13,13,1.0,aspect_similarity=0.664452; area_similarity=0.166113; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0176,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Monocled Cobra\maxresdefault.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\validation\Venomous_Snake\maxresdefault (2).jpg,DUPLICATE_REVIEW,NO,False,2,0,0,0.995691,0.999877,0.208333,0.97647,0.999461,16,9,0.5625,aspect_similarity=0.562500; area_similarity=0.077160; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0177,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Monocled Cobra\maxresdefault_002.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\maxresdefault_002 (2).jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.997223,0.999718,0.208333,0.983984,0.99939,7,5,0.714286,aspect_similarity=0.562500; area_similarity=0.077160; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0178,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Monocled Cobra\maxresdefault_005.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\maxresdefault_005.jpg,DUPLICATE_REVIEW,NO,False,0,1,0,0.997144,0.999774,0.208333,0.990661,0.998891,10,5,0.5,aspect_similarity=0.562500; area_similarity=0.077160; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0179,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Monocled Cobra\monocled-61.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\monocled-61.jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.997935,0.999726,0.102881,0.961015,0.998883,6,0,0.0,aspect_similarity=0.666667; area_similarity=0.015877; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0180,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Monocled Cobra\monocled-baby-cobra3.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\monocled-baby-cobra3.jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.997664,0.999391,0.672269,0.994543,0.999779,4,4,1.0,aspect_similarity=0.453782; area_similarity=0.995954; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0181,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Monocled Cobra\monocled-cobra-back_1.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\monocled-cobra-back_1.jpg,DUPLICATE_REVIEW,NO,False,0,1,0,0.996853,0.999277,0.645161,0.983803,0.999961,18,14,0.777778,aspect_similarity=0.554839; area_similarity=0.750188; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; strong geometrically consistent local-feature agreement plus supporting signals; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0182,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Monocled Cobra\monocled-cobra-snake-death_85876_ver1.0_1280_720.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\validation\Venomous_Snake\monocled-cobra-snake-death_85876_ver1.0_1280_720.jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.996127,0.999634,0.3125,0.988805,0.999891,14,13,0.928571,aspect_similarity=0.562500; area_similarity=0.173611; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0183,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Monocled Cobra\naja-kaouthia-monocled-cobras-randy-ciuros.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\naja-kaouthia-monocled-cobras-randy-ciuros.jpg,DUPLICATE_REVIEW,NO,False,2,0,0,0.99577,0.999691,0.415369,0.983984,0.999242,21,19,0.904762,aspect_similarity=0.666667; area_similarity=0.258797; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; strong geometrically consistent local-feature agreement plus supporting signals; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0184,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Monocled Cobra\texas-teen-suicide-snakebite.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\texas-teen-suicide-snakebite.jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.996689,0.999325,0.425532,0.980389,0.999939,13,11,0.846154,aspect_similarity=0.579787; area_similarity=0.312317; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0191,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Russell's Viper\a.JPG,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\a.JPG,DUPLICATE_REVIEW,NO,False,0,0,1,0.997657,0.998783,0.25,0.998247,0.973444,13,11,0.846154,aspect_similarity=0.658125; area_similarity=0.094967; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0192,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Russell's Viper\aaaa.JPG,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\aaaa.JPG,DUPLICATE_REVIEW,NO,False,2,0,0,0.997237,0.99854,0.25,0.995005,0.991252,10,6,0.6,aspect_similarity=0.666875; area_similarity=0.093721; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0193,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Russell's Viper\D8B_8271_Daboia_siamensis_Sa_Keao9x16-300x169.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\D8B_8271_Daboia_siamensis_Sa_Keao9x16-300x169.jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.997018,0.999395,0.4225,0.98266,0.999799,12,9,0.75,aspect_similarity=0.563333; area_similarity=0.316875; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0194,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Russell's Viper\D8B_8356_Daboia_Siamensis_Sa_Keao-720x340.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\D8B_8356_Daboia_Siamensis_Sa_Keao-720x340.jpg,DUPLICATE_REVIEW,NO,False,0,1,0,0.997893,0.99947,0.555556,0.99273,0.999401,5,5,1.0,aspect_similarity=0.472222; area_similarity=0.653595; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0195,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Russell's Viper\daboia russelli copy.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\daboia russelli copy.jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.996639,0.998654,0.277393,0.996952,0.992384,3,0,0.0,aspect_similarity=0.537448; area_similarity=0.143170; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0196,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Russell's Viper\Daboia-siamensis-–-Eastern-Russell’s-Viper-Siamese-Russell’s-Viper-2.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\validation\Venomous_Snake\Daboia-siamensis-ΓÇô-Eastern-RussellΓÇÖs-Viper-Siamese-RussellΓÇÖs-Viper-2.jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.995321,0.998309,0.5,0.994946,0.994638,11,10,0.909091,aspect_similarity=0.636250; area_similarity=0.392927; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0197,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Russell's Viper\Daboia_russelii_A_Chawla01.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\Daboia_russelii_A_Chawla01.jpg,DUPLICATE_REVIEW,NO,False,0,1,0,0.991874,0.99929,0.130208,0.975813,0.997147,3,0,0.0,aspect_similarity=0.750000; area_similarity=0.022606; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0198,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Russell's Viper\Daboia_siamensis_WN_adult_D8D_5167e.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\Daboia_siamensis_WN_adult_D8D_5167e.jpg,DUPLICATE_REVIEW,NO,False,0,1,0,0.995993,0.999764,0.195312,0.979492,0.999586,3,0,0.0,aspect_similarity=0.637695; area_similarity=0.059820; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0199,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Russell's Viper\DSC_1996.JPG,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\DSC_1996.JPG,DUPLICATE_REVIEW,NO,False,0,1,0,0.99689,0.999683,0.25,0.993967,0.998646,12,11,0.916667,aspect_similarity=0.669375; area_similarity=0.093371; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0200,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Russell's Viper\File-Daboia_russelii_head_A_Chawla02.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\File-Daboia_russelii_head_A_Chawla02.jpg,DUPLICATE_REVIEW,NO,False,2,1,0,0.995718,0.998642,0.130208,0.953542,0.99914,4,4,1.0,aspect_similarity=0.750000; area_similarity=0.022606; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0201,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Russell's Viper\IMG_1426-Edit.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\validation\Venomous_Snake\IMG_1426-Edit.jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.997086,0.99914,0.25,0.989068,0.997562,14,11,0.785714,aspect_similarity=0.666250; area_similarity=0.093809; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0202,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Russell's Viper\IMG_3809-2.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\IMG_3809-2.jpg,DUPLICATE_REVIEW,NO,False,0,1,0,0.997189,0.999475,0.096432,0.98494,0.999025,5,4,0.8,aspect_similarity=0.669720; area_similarity=0.013885; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0203,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Russell's Viper\IMG_3822-2.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\validation\Venomous_Snake\IMG_3822-2.jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.99652,0.998976,0.144718,0.984109,0.997124,2,0,0.0,aspect_similarity=0.651592; area_similarity=0.032142; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0205,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Russell's Viper\maxresdefault.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\maxresdefault (3).jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.99639,0.999313,0.3125,0.991258,0.999466,5,4,0.8,aspect_similarity=0.562500; area_similarity=0.173611; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0206,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Russell's Viper\maxresdefault_001.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\maxresdefault_001.jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.998558,0.999667,0.208333,0.997695,0.999441,10,6,0.6,aspect_similarity=0.562500; area_similarity=0.077160; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0207,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Russell's Viper\maxresdefault_002.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\maxresdefault_002 (3).jpg,DUPLICATE_REVIEW,NO,False,0,1,0,0.994288,0.997804,0.208333,0.958792,0.998449,9,5,0.555556,aspect_similarity=0.562500; area_similarity=0.077160; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0208,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Russell's Viper\maxresdefault_006.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\maxresdefault_006.jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.998734,0.99965,0.3125,0.993872,0.999512,9,7,0.777778,aspect_similarity=0.562500; area_similarity=0.173611; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0209,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Russell's Viper\maxresdefault_007.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\maxresdefault_007.jpg,DUPLICATE_REVIEW,NO,False,0,0,0,0.996747,0.99963,0.3125,0.976651,0.999578,11,9,0.818182,aspect_similarity=0.562500; area_similarity=0.173611; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0210,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Russell's Viper\P7180061.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\P7180061.jpg,DUPLICATE_REVIEW,NO,False,0,1,0,0.998121,0.999244,0.5,0.989568,0.999819,6,4,0.666667,aspect_similarity=0.554017; area_similarity=0.451250; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0211,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Russell's Viper\RC1848W.jpg,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\RC1848W.jpg,DUPLICATE_REVIEW,NO,False,0,1,0,0.995298,0.999648,0.547945,0.981568,0.998286,12,7,0.583333,aspect_similarity=0.443836; area_similarity=0.676476; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0212,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Russell's Viper\RUSFULL_.JPG,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\RUSFULL_.JPG,DUPLICATE_REVIEW,NO,False,0,0,0,0.996973,0.999382,0.373832,0.982424,0.999634,11,8,0.727273,aspect_similarity=0.661682; area_similarity=0.211204; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
REVIEW_0213,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Russell's Viper\RUSHEAD1.JPG,C:\Users\yesam\Desktop\anviksa_ai\clean_dataset\train\Venomous_Snake\RUSHEAD1.JPG,DUPLICATE_REVIEW,NO,False,0,0,0,0.995973,0.999577,0.2001,0.988516,0.999508,1,0,0.0,aspect_similarity=0.648324; area_similarity=0.061759; normalized 128x128 comparison; tolerant Canny-edge F1; ORB+RANSAC geometry,AUTO_DUPLICATE,HIGH,very high normalized SSIM/pixel agreement plus hash and edge/feature support; same underlying photograph/derivative indicated by multiple independent signals
