relative_path,filename,parent_label,species_label,sha256,width,height,exact_duplicate_group,near_duplicate_group,source_group,exact_existing_match,strict_existing_classification,frozen_test_leakage_status,species_label_conflict,provenance_status,license_status,technical_filter_survivor,resolution_status,reason
Venomous/King Cobra/31AFC94800000578-3469122-Footage_shows_the_incredible_moment_a_plucky_12_year_old_boy_tou-a-1_1456742703298.jpg,31AFC94800000578-3469122-Footage_shows_the_incredible_moment_a_plucky_12_year_old_boy_tou-a-1_1456742703298.jpg,Venomous,King Cobra,d4839fc39dfdbc90d3f4db55fa6609fc4073960cbd8f996162a54c0e18981f14,634,357,,,,False,NO_STRICT_MATCH,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Venomous/King Cobra/3705023_orig.png,3705023_orig.png,Venomous,King Cobra,ff822c068b33a717e8121b36d96cf8ad663c93bdd202f35d0fefa571b16e6fc1,903,450,,,,False,NO_STRICT_MATCH,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Venomous/King Cobra/520e37a2-d600-4c4f-8f19-6b87429fc7a0.Full_.jpg,520e37a2-d600-4c4f-8f19-6b87429fc7a0.Full_.jpg,Venomous,King Cobra,215829324ba29cf715b409b5d6e2553bcb59352baeb1857bff9bb95b2d85303c,588,233,,,,False,POSSIBLE_NEAR_DUPLICATE,POSSIBLE_LEAKAGE_RISK,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Venomous/King Cobra/69bb5d81e366d17ee82869fca4ab08b9.jpg,69bb5d81e366d17ee82869fca4ab08b9.jpg,Venomous,King Cobra,0f049972790253a463a0edb4936d7aa89940aa21a616a3a664bd845e8d2116ed,1024,805,,,,False,NO_STRICT_MATCH,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Venomous/King Cobra/7691.jpg,7691.jpg,Venomous,King Cobra,65467fedf4dc295586d566bb0b9aa280101c95303ff45416cbeb8421f0da864a,1280,720,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Venomous/King Cobra/ap17207013744013.jpg,ap17207013744013.jpg,Venomous,King Cobra,a34bb721564e03b1b3bf427dc357d519c560186e53510369395a0878dfa19ff0,2400,1800,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Venomous/King Cobra/b3bddd06c161b0b368fca1845dff6e974aa48bcc87495bff50309d9b19296ae7.jpg,b3bddd06c161b0b368fca1845dff6e974aa48bcc87495bff50309d9b19296ae7.jpg,Venomous,King Cobra,6ce30dbd428c41e83d82863f6993e83b483c65fa1fa3318d71512606baa4f3fd,468,250,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Venomous/King Cobra/cobra-head.jpg,cobra-head.jpg,Venomous,King Cobra,311fc4ccefbd09a1b57d0d98a2b9f5519fd28229ece352cfbd27b18bcb56bacd,511,275,,,,False,LIKELY_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LIKELY_NEAR_DUPLICATE,Likely near-duplicate requires human decision
Venomous/King Cobra/cobra-long.jpg,cobra-long.jpg,Venomous,King Cobra,feb2a2c9180af6393f5cc2c9763272d172792de5fd41e436150b93da6b10cfab,580,1032,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Venomous/King Cobra/cobra6n.jpg,cobra6n.jpg,Venomous,King Cobra,6a9c3f5ceb643f1a90655f77d29cc11a634385f41e8a6b4ba5fd28ae4fcd879d,750,425,,,,False,LIKELY_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LIKELY_NEAR_DUPLICATE,Likely near-duplicate requires human decision
Venomous/King Cobra/cobra_001.jpg,cobra_001.jpg,Venomous,King Cobra,18ec701a98540da6bbec3e5006db510f9d1039e6ddd1e025d1b8755f0c14f4b0,1939,1315,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Venomous/King Cobra/cobra_002.jpg,cobra_002.jpg,Venomous,King Cobra,6826c5bfa9652af9824655e095f85a47c6f2e43ebed77483d49e0c6c1b86995f,2048,1001,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Venomous/King Cobra/exotic_king_cobra_h.jpg,exotic_king_cobra_h.jpg,Venomous,King Cobra,3d56b6666ecb1546f8274b3274cab6bdf0890f3e2bd0f8a6c052a9c3eb0be4a0,2048,1152,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Venomous/King Cobra/IMG_7375.jpg,IMG_7375.jpg,Venomous,King Cobra,81b1edb11c6788cfd5bb4e037cfe7c7d96ac01dfd3e5366f07de1c242f693999,2890,4088,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Venomous/King Cobra/IMG_7415.jpg,IMG_7415.jpg,Venomous,King Cobra,b465ddd90be16738358d5c8be5d9a06435718b3ef76ca43e9f3127c5b96a367a,3342,2600,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Venomous/King Cobra/IMG_7421.jpg,IMG_7421.jpg,Venomous,King Cobra,93e4f993106bc35e5b66772719a25997b731223a423cd4080e148bad5b20f9f0,3700,2514,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Venomous/King Cobra/king-cobra-1_001.jpg,king-cobra-1_001.jpg,Venomous,King Cobra,37aba2799c4989471069fa6e56dee9c80faf21f758986d6b781920749856bd7e,2048,1424,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Venomous/King Cobra/King-Cobra-by-kokotewan-640x326.jpg,King-Cobra-by-kokotewan-640x326.jpg,Venomous,King Cobra,63b9cefe19fc77a562cb2f95c7bd004d667cbcc6309a3ed8b3c08723e39a8dcb,640,326,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Venomous/King Cobra/King-Cobra-captive.jpg,King-Cobra-captive.jpg,Venomous,King Cobra,4982aeddcb97b035e75a917712ec746dbd2865f52215b559878206e7fe2d043b,968,512,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Venomous/King Cobra/king-cobra-wallpapers-desktop-background.jpg,king-cobra-wallpapers-desktop-background.jpg,Venomous,King Cobra,5304f739c4c9d6619af5a89d390147d9845ae4bef8305eead8f80965b1e54c8f,2560,1600,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Venomous/King Cobra/king_cobra2.jpg,king_cobra2.jpg,Venomous,King Cobra,1b3c7106cf805ba16af531a7fde34ad9ed71d95abb1d044846d1d3d6b379d41d,791,507,,,,False,NO_STRICT_MATCH,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Venomous/King Cobra/king_cobra3.jpg,king_cobra3.jpg,Venomous,King Cobra,10d43b894abb7f2c89583c0fc2ea34af500dbd195bc1349c132b6f0eac1afe02,791,507,,,,False,NO_STRICT_MATCH,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Venomous/King Cobra/King_Cobra_25.jpg,King_Cobra_25.jpg,Venomous,King Cobra,71772281a1263a057b41bda3e3e80fc93567e7c85423fe2444454aa77dff3fa3,3310,2648,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Venomous/King Cobra/kingcobra-002.jpg,kingcobra-002.jpg,Venomous,King Cobra,87fb9a880a54b0449baf58ea2cf8c283f4b027036937c313c4f90429472f0a30,1400,845,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Venomous/King Cobra/KingCobra_001.jpg,KingCobra_001.jpg,Venomous,King Cobra,9c133a1142399665d81d17af382dd805074f7ef9fed0006809396804e3063fc0,1800,1200,,,,False,LIKELY_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LIKELY_NEAR_DUPLICATE,Likely near-duplicate requires human decision
Venomous/King Cobra/KingCobra_003.jpg,KingCobra_003.jpg,Venomous,King Cobra,3561af5b81369097f07d494cea8de615da5f27689b842b3075b558b2c65c26b1,2226,1296,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Venomous/King Cobra/landing_king-cobra.jpg,landing_king-cobra.jpg,Venomous,King Cobra,1ce1d1e54735af29cf7d67902e97a47862d5adbb7b69c6cdf3e7b3b7b0fe2f79,768,358,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Venomous/King Cobra/PAY-COBRA-SNAKE-RESCUE.jpg,PAY-COBRA-SNAKE-RESCUE.jpg,Venomous,King Cobra,ab6ce1d6124bf868f8f9d0c05076cef11cc13cdfa0559e7bf0be0a2df638f7fd,615,298,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Venomous/King Cobra/photos.medleyphoto.13543526.jpg,photos.medleyphoto.13543526.jpg,Venomous,King Cobra,7836ae7de01a113da0d0d6545a1d4b52c1c535f7114ed0617b3137736af1a192,800,478,,,,False,LIKELY_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LIKELY_NEAR_DUPLICATE,Likely near-duplicate requires human decision
Venomous/King Cobra/r0_135_2757_1691_w1200_h678_fmax.jpg,r0_135_2757_1691_w1200_h678_fmax.jpg,Venomous,King Cobra,37e2349d3d0b546906a93443809609b802feb213c3fbba48ec01a374bd29fcf7,1200,677,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Venomous/King Cobra/snake-kingcobra-reptile-597045-o.jpg,snake-kingcobra-reptile-597045-o.jpg,Venomous,King Cobra,de0291e114cb0432aa1331274aee4cf04ae4f64f79cc6ad8c4d6f87aedca58d9,4416,3312,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Venomous/King Cobra/T05-0001-0111.jpg,T05-0001-0111.jpg,Venomous,King Cobra,381962daa09513c42b4867da497c45053313c7fc288af981d4c35d86e5296b1a,770,430,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Venomous/King Cobra/villagers-in-a-drought-hit-region-of-india-let-a-king-cobra-drink-from-a-bottle-of-water.jpg,villagers-in-a-drought-hit-region-of-india-let-a-king-cobra-drink-from-a-bottle-of-water.jpg,Venomous,King Cobra,03e2d46503088356f586c4741ec147b45f11f27d3526798de5e13e6ad6cb5c2c,1440,1080,,,,False,NO_STRICT_MATCH,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Venomous/Monocled Cobra/13350233_1079893875431314_5715026036656697829_o.jpg,13350233_1079893875431314_5715026036656697829_o.jpg,Venomous,Monocled Cobra,1c554c0e943e55f47ea4d87e5edca890ede09cb7928f721a8b0f0bf2a3766cbf,2048,1280,,,,False,POSSIBLE_NEAR_DUPLICATE,POSSIBLE_LEAKAGE_RISK,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Venomous/Monocled Cobra/1_001.jpg,1_001.jpg,Venomous,Monocled Cobra,1e4e735f0e67b403e46a6284f6c173372a8b657c6a7542e83ce3afdb93d1dd71,852,480,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Venomous/Monocled Cobra/1_002.jpg,1_002.jpg,Venomous,Monocled Cobra,00c39f8fc78070a2a2e6c0de23051cfec5f45397f2981c4206207d67aa701e38,852,480,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Venomous/Monocled Cobra/1_010.jpg,1_010.jpg,Venomous,Monocled Cobra,0af0769abb4d58dbec76e0388f5959992b4278f75a29b3f060dbce245f197cca,852,480,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Venomous/Monocled Cobra/263591_10150346421368504_683593503_10295748_8378405_n (6).jpg,263591_10150346421368504_683593503_10295748_8378405_n (6).jpg,Venomous,Monocled Cobra,b10749defc6d4b455d3b4fef23463c4d4b58160a5d626831ba6ea8b79e491c70,720,346,,,,False,POSSIBLE_NEAR_DUPLICATE,POSSIBLE_LEAKAGE_RISK,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Venomous/Monocled Cobra/858129_1280x720.jpg,858129_1280x720.jpg,Venomous,Monocled Cobra,37feb07519415be6efe3918a3a001d7276c3c6c90fee32535301b35bd7278a7a,1280,720,,,,False,POSSIBLE_NEAR_DUPLICATE,POSSIBLE_LEAKAGE_RISK,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Venomous/Monocled Cobra/9.jpg,9.jpg,Venomous,Monocled Cobra,ab75d32c06a88c96909f6fddfd6f6200652058ee7dcc8a91b16a5dc7eba5ea81,852,480,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Venomous/Monocled Cobra/bi5uo5ktrmbc1bcqqdrf.jpg,bi5uo5ktrmbc1bcqqdrf.jpg,Venomous,Monocled Cobra,2310fa7ae55ec512330a95dc8612666494dff45cbfe3e8129f76fc9136e23c44,654,367,,,,False,LIKELY_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LIKELY_NEAR_DUPLICATE,Likely near-duplicate requires human decision
Venomous/Monocled Cobra/Cobra-Monocled-7356-full.jpg,Cobra-Monocled-7356-full.jpg,Venomous,Monocled Cobra,b60282c45330ec0d946196a21c799cef0e55d230ffdffd4380ac198dccbfe2a0,1280,720,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Venomous/Monocled Cobra/cobra-monocled-naja-very-dangerous-looking-rat-food-67509736.jpg,cobra-monocled-naja-very-dangerous-looking-rat-food-67509736.jpg,Venomous,Monocled Cobra,0f8ec317d45d3e530f189ebf4e00215d894b2e9a0eb35c4bc194b6c3a38f807d,307,160,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Venomous/Monocled Cobra/cobra-monocled.jpg,cobra-monocled.jpg,Venomous,Monocled Cobra,361e53088ad21220c58617a381c412963be51de2e6e7f3ef5499576aeb03e6b0,1140,760,,,,False,LIKELY_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LIKELY_NEAR_DUPLICATE,Likely near-duplicate requires human decision
Venomous/Monocled Cobra/cobra.jpg,cobra.jpg,Venomous,Monocled Cobra,3dd5fa235815b557a889088ebb241050feb1fc7fbe14a577cae6df31d91db2d1,800,480,,,,False,LIKELY_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LIKELY_NEAR_DUPLICATE,Likely near-duplicate requires human decision
Venomous/Monocled Cobra/Krabi_King_Cobra_Show_4.jpg,Krabi_King_Cobra_Show_4.jpg,Venomous,Monocled Cobra,1e082f0ec8dd56bd64ca4d93a762d476b9fe915af558e8dd1b0c4fb937043c0f,1204,800,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Venomous/Monocled Cobra/maxresdefault.jpg,maxresdefault.jpg,Venomous,Monocled Cobra,1ffa591d649c1d1f66b2b2e7352bd2e502b5dcd72a4cc067064e1e90b3344676,1920,1080,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Venomous/Monocled Cobra/maxresdefault_002.jpg,maxresdefault_002.jpg,Venomous,Monocled Cobra,638596f5d135714c527c74456e036c20061779d54234132e86d1c297fa972a43,1920,1080,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
Venomous/Monocled Cobra/maxresdefault_005.jpg,maxresdefault_005.jpg,Venomous,Monocled Cobra,baba094e3cac308fd25ae87cd80fe5279f9f1aeffb0d930b1e515b64cc35390c,1920,1080,,,,False,POSSIBLE_NEAR_DUPLICATE,NO_TEST_CANDIDATE,False,REPOSITORY_LICENSE_VERIFIED; ORIGINAL_REPOSITORY_VERIFIED,THIRD_PARTY_IMAGE_RIGHTS_UNCLEAR; REVIEW_REQUIRED,True,REVIEW_LICENSE,"Repository MIT license verified, but README says Google-sourced images may be copyrighted"
