new_image,new_species,new_parent_class,existing_image,existing_class,existing_split,phash_distance,dhash_distance,previous_classification,ahash_distance,aspect_ratio_delta,pixel_correlation,ssim,color_histogram_correlation,orb_ratio_matches,orb_ransac_inliers,orb_inlier_ratio,final_classification,evidence,near_duplicate_status
Non-Venomous/Banded Racer/03000025388_01_f.jpg,Banded Racer,Non-Venomous,train/Non_Venomous_Snake/03000025388_01_f.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.333008,0.999275,0.994669,0.998561,42,42,1.0,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3330; pixel_corr=0.9993; SSIM=0.9947; hist_corr=0.9986; ORB_good=42; ORB_inliers=42; ORB_inlier_ratio=1.0000,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Monocled Cobra/2e80cfaab83df157b68d5204145da8f5.jpg,Monocled Cobra,Venomous,train/Venomous_Snake/2e80cfaab83df157b68d5204145da8f5.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.27,0.999297,0.997619,0.999375,83,81,0.975904,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.2700; pixel_corr=0.9993; SSIM=0.9976; hist_corr=0.9994; ORB_good=83; ORB_inliers=81; ORB_inlier_ratio=0.9759,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Monocled Cobra/3110614239_af173ac2ae.jpg,Monocled Cobra,Venomous,test/Venomous_Snake/3110614239_af173ac2ae.jpg,Venomous_Snake,TEST,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.11,0.999888,0.997069,0.999327,407,404,0.992629,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.1100; pixel_corr=0.9999; SSIM=0.9971; hist_corr=0.9993; ORB_good=407; ORB_inliers=404; ORB_inlier_ratio=0.9926,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Monocled Cobra/3113739011_c17d8d5d75.jpg,Monocled Cobra,Venomous,train/Venomous_Snake/3113739011_c17d8d5d75.jpg,Venomous_Snake,TRAIN,0,1,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.012,0.999577,0.997316,0.999029,410,406,0.990244,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=1; aHash=0; aspect_delta=0.0120; pixel_corr=0.9996; SSIM=0.9973; hist_corr=0.9990; ORB_good=410; ORB_inliers=406; ORB_inlier_ratio=0.9902,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Monocled Cobra/3148428268_7a210a4715.jpg,Monocled Cobra,Venomous,train/Venomous_Snake/3148428268_7a210a4715.jpg,Venomous_Snake,TRAIN,2,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.308,0.999666,0.998468,0.999688,124,118,0.951613,CONFIRMED_NEAR_DUPLICATE,pHash=2; dHash=0; aHash=0; aspect_delta=0.3080; pixel_corr=0.9997; SSIM=0.9985; hist_corr=0.9997; ORB_good=124; ORB_inliers=118; ORB_inlier_ratio=0.9516,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Monocled Cobra/33607.jpg,Monocled Cobra,Venomous,train/Venomous_Snake/33607.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.046667,0.999719,0.998101,0.999861,388,381,0.981959,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.0467; pixel_corr=0.9997; SSIM=0.9981; hist_corr=0.9999; ORB_good=388; ORB_inliers=381; ORB_inlier_ratio=0.9820,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Monocled Cobra/3431973057_e3abbee776.jpg,Monocled Cobra,Venomous,validation/Venomous_Snake/3431973057_e3abbee776.jpg,Venomous_Snake,VALIDATION,2,1,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.034,0.999803,0.997867,0.999453,492,492,1.0,CONFIRMED_NEAR_DUPLICATE,pHash=2; dHash=1; aHash=0; aspect_delta=0.0340; pixel_corr=0.9998; SSIM=0.9979; hist_corr=0.9995; ORB_good=492; ORB_inliers=492; ORB_inlier_ratio=1.0000,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Monocled Cobra/3816964289_a5ea57ccd4.jpg,Monocled Cobra,Venomous,train/Venomous_Snake/3816964289_a5ea57ccd4.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.312,0.999519,0.998533,0.99725,99,96,0.969697,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3120; pixel_corr=0.9995; SSIM=0.9985; hist_corr=0.9972; ORB_good=99; ORB_inliers=96; ORB_inlier_ratio=0.9697,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Monocled Cobra/3f7b41317b2248121c9fa4fbbff48074--cobra-snake-slytherin.jpg,Monocled Cobra,Venomous,test/Venomous_Snake/3f7b41317b2248121c9fa4fbbff48074--cobra-snake-slytherin.jpg,Venomous_Snake,TEST,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.276074,0.999733,0.998514,0.999837,137,125,0.912409,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.2761; pixel_corr=0.9997; SSIM=0.9985; hist_corr=0.9998; ORB_good=137; ORB_inliers=125; ORB_inlier_ratio=0.9124,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Monocled Cobra/429462b69e738da2cc54bd5a8ef5b4b1.jpg,Monocled Cobra,Venomous,test/Venomous_Snake/429462b69e738da2cc54bd5a8ef5b4b1.jpg,Venomous_Snake,TEST,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.308571,0.999924,0.996398,0.999751,93,83,0.892473,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3086; pixel_corr=0.9999; SSIM=0.9964; hist_corr=0.9998; ORB_good=93; ORB_inliers=83; ORB_inlier_ratio=0.8925,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Monocled Cobra/4644015762_38b72c3cdc_b.jpg,Monocled Cobra,Venomous,train/Venomous_Snake/4644015762_38b72c3cdc_b.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.317,0.999814,0.996959,0.998989,61,54,0.885246,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3170; pixel_corr=0.9998; SSIM=0.9970; hist_corr=0.9990; ORB_good=61; ORB_inliers=54; ORB_inlier_ratio=0.8852,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Monocled Cobra/5999366084_cb2085a5bb_b.jpg,Monocled Cobra,Venomous,train/Venomous_Snake/5999366084_cb2085a5bb_b.jpg,Venomous_Snake,TRAIN,0,1,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.333008,0.999895,0.996036,0.999725,45,43,0.955556,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=1; aHash=0; aspect_delta=0.3330; pixel_corr=0.9999; SSIM=0.9960; hist_corr=0.9997; ORB_good=45; ORB_inliers=43; ORB_inlier_ratio=0.9556,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Monocled Cobra/5999366796_1448262093_b.jpg,Monocled Cobra,Venomous,train/Venomous_Snake/5999366796_1448262093_b.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.333008,0.999858,0.997513,0.999849,35,34,0.971429,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3330; pixel_corr=0.9999; SSIM=0.9975; hist_corr=0.9998; ORB_good=35; ORB_inliers=34; ORB_inlier_ratio=0.9714,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Monocled Cobra/5999367190_61605877d4_b.jpg,Monocled Cobra,Venomous,validation/Venomous_Snake/5999367190_61605877d4_b.jpg,Venomous_Snake,VALIDATION,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.333008,0.999889,0.996502,0.999546,50,46,0.92,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3330; pixel_corr=0.9999; SSIM=0.9965; hist_corr=0.9995; ORB_good=50; ORB_inliers=46; ORB_inlier_ratio=0.9200,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Monocled Cobra/6932368146_4234cd3d9f.jpg,Monocled Cobra,Venomous,train/Venomous_Snake/6932368146_4234cd3d9f.jpg,Venomous_Snake,TRAIN,0,1,HIGH_CONFIDENCE_NEAR_DUPLICATE,1,0.168399,0.999848,0.997843,0.99986,332,326,0.981928,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=1; aHash=1; aspect_delta=0.1684; pixel_corr=0.9998; SSIM=0.9978; hist_corr=0.9999; ORB_good=332; ORB_inliers=326; ORB_inlier_ratio=0.9819,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Monocled Cobra/76b2c81cf6b8792d0c2b4436a7fc5a84--naja-cobra.jpg,Monocled Cobra,Venomous,train/Venomous_Snake/76b2c81cf6b8792d0c2b4436a7fc5a84--naja-cobra.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.328125,0.99988,0.995239,0.998886,73,70,0.958904,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3281; pixel_corr=0.9999; SSIM=0.9952; hist_corr=0.9989; ORB_good=73; ORB_inliers=70; ORB_inlier_ratio=0.9589,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Monocled Cobra/8414480140_d613fae255.jpg,Monocled Cobra,Venomous,train/Venomous_Snake/8414480140_d613fae255.jpg,Venomous_Snake,TRAIN,0,1,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.328,0.999878,0.998126,0.999609,67,62,0.925373,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=1; aHash=0; aspect_delta=0.3280; pixel_corr=0.9999; SSIM=0.9981; hist_corr=0.9996; ORB_good=67; ORB_inliers=62; ORB_inlier_ratio=0.9254,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Monocled Cobra/858129_1280x720.jpg,Monocled Cobra,Venomous,test/Venomous_Snake/858129_1280x720.jpg,Venomous_Snake,TEST,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.4375,0.999805,0.997499,0.999862,10,7,0.7,POSSIBLE_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.4375; pixel_corr=0.9998; SSIM=0.9975; hist_corr=0.9999; ORB_good=10; ORB_inliers=7; ORB_inlier_ratio=0.7000,POSSIBLE_NEAR_DUPLICATE
Venomous/Monocled Cobra/8715459340_933a36e959_b.jpg,Monocled Cobra,Venomous,train/Venomous_Snake/8715459340_933a36e959_b.jpg,Venomous_Snake,TRAIN,0,1,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.328889,0.999696,0.998387,0.998889,39,38,0.974359,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=1; aHash=0; aspect_delta=0.3289; pixel_corr=0.9997; SSIM=0.9984; hist_corr=0.9989; ORB_good=39; ORB_inliers=38; ORB_inlier_ratio=0.9744,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Monocled Cobra/8738179607_bea478cd9a_b.jpg,Monocled Cobra,Venomous,train/Venomous_Snake/8738179607_bea478cd9a_b.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.328485,0.999568,0.998271,0.998259,79,74,0.936709,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3285; pixel_corr=0.9996; SSIM=0.9983; hist_corr=0.9983; ORB_good=79; ORB_inliers=74; ORB_inlier_ratio=0.9367,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Monocled Cobra/8739578045_185f4976d8.jpg,Monocled Cobra,Venomous,train/Venomous_Snake/8739578045_185f4976d8.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.328,0.999413,0.996938,0.999103,98,88,0.897959,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3280; pixel_corr=0.9994; SSIM=0.9969; hist_corr=0.9991; ORB_good=98; ORB_inliers=88; ORB_inlier_ratio=0.8980,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Monocled Cobra/9.jpg,Monocled Cobra,Venomous,train/Venomous_Snake/9 (3).jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.43662,0.99994,0.998018,0.988598,11,7,0.636364,POSSIBLE_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.4366; pixel_corr=0.9999; SSIM=0.9980; hist_corr=0.9886; ORB_good=11; ORB_inliers=7; ORB_inlier_ratio=0.6364,POSSIBLE_NEAR_DUPLICATE
Venomous/Monocled Cobra/9222.jpg,Monocled Cobra,Venomous,test/Venomous_Snake/9222.jpg,Venomous_Snake,TEST,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.27375,0.999189,0.997085,0.999968,54,43,0.796296,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.2737; pixel_corr=0.9992; SSIM=0.9971; hist_corr=1.0000; ORB_good=54; ORB_inliers=43; ORB_inlier_ratio=0.7963,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Monocled Cobra/9eb07e02004a8a7daa4e75dd0dade2a7.jpg,Monocled Cobra,Venomous,test/Venomous_Snake/9eb07e02004a8a7daa4e75dd0dade2a7.jpg,Venomous_Snake,TEST,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.25,0.999714,0.996141,0.999418,139,137,0.985612,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.2500; pixel_corr=0.9997; SSIM=0.9961; hist_corr=0.9994; ORB_good=139; ORB_inliers=137; ORB_inlier_ratio=0.9856,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Monocled Cobra/a08d0f6688c8ba80cd343141241fe9b0--ular-creepy-things.jpg,Monocled Cobra,Venomous,train/Venomous_Snake/a08d0f6688c8ba80cd343141241fe9b0--ular-creepy-things.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.25,0.999887,0.997246,0.999864,132,128,0.969697,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.2500; pixel_corr=0.9999; SSIM=0.9972; hist_corr=0.9999; ORB_good=132; ORB_inliers=128; ORB_inlier_ratio=0.9697,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Monocled Cobra/albino-monocled-cobra-big.jpg,Monocled Cobra,Venomous,train/Venomous_Snake/albino-monocled-cobra-big.jpg,Venomous_Snake,TRAIN,0,1,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.341667,0.999854,0.996661,0.999791,66,56,0.848485,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=1; aHash=0; aspect_delta=0.3417; pixel_corr=0.9999; SSIM=0.9967; hist_corr=0.9998; ORB_good=66; ORB_inliers=56; ORB_inlier_ratio=0.8485,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Monocled Cobra/albino-monocled-cobra-e1438557429780.jpg,Monocled Cobra,Venomous,train/Venomous_Snake/albino-monocled-cobra-e1438557429780.jpg,Venomous_Snake,TRAIN,0,1,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.391045,0.999846,0.997109,0.998902,31,28,0.903226,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=1; aHash=0; aspect_delta=0.3910; pixel_corr=0.9998; SSIM=0.9971; hist_corr=0.9989; ORB_good=31; ORB_inliers=28; ORB_inlier_ratio=0.9032,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Monocled Cobra/albino-monocled-cobra-wallpaper-iphone-728x482.jpg,Monocled Cobra,Venomous,train/Venomous_Snake/albino-monocled-cobra-wallpaper-iphone-728x482.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.337912,0.999774,0.996962,0.999638,32,32,1.0,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3379; pixel_corr=0.9998; SSIM=0.9970; hist_corr=0.9996; ORB_good=32; ORB_inliers=32; ORB_inlier_ratio=1.0000,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Monocled Cobra/Albino_Monocled_Cobra_Naja_kaouthia.jpg,Monocled Cobra,Venomous,train/Venomous_Snake/Albino_Monocled_Cobra_Naja_kaouthia.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.12375,0.999798,0.995333,0.999864,145,142,0.97931,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.1238; pixel_corr=0.9998; SSIM=0.9953; hist_corr=0.9999; ORB_good=145; ORB_inliers=142; ORB_inlier_ratio=0.9793,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Monocled Cobra/albino_monocled_hood_by_8twilightangel8-d5r8lw4.jpg,Monocled Cobra,Venomous,validation/Venomous_Snake/albino_monocled_hood_by_8twilightangel8-d5r8lw4.jpg,Venomous_Snake,VALIDATION,2,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.2891,0.999851,0.998222,0.997432,88,87,0.988636,CONFIRMED_NEAR_DUPLICATE,pHash=2; dHash=0; aHash=0; aspect_delta=0.2891; pixel_corr=0.9999; SSIM=0.9982; hist_corr=0.9974; ORB_good=88; ORB_inliers=87; ORB_inlier_ratio=0.9886,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Monocled Cobra/babyhetalbinocobra.jpg,Monocled Cobra,Venomous,train/Venomous_Snake/babyhetalbinocobra.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.0,0.99986,0.999012,0.999994,106,106,1.0,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.0000; pixel_corr=0.9999; SSIM=0.9990; hist_corr=1.0000; ORB_good=106; ORB_inliers=106; ORB_inlier_ratio=1.0000,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Monocled Cobra/babymonoclecobra.jpg,Monocled Cobra,Venomous,train/Venomous_Snake/babymonoclecobra.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.0,0.999394,0.999589,0.999998,96,96,1.0,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.0000; pixel_corr=0.9994; SSIM=0.9996; hist_corr=1.0000; ORB_good=96; ORB_inliers=96; ORB_inlier_ratio=1.0000,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Monocled Cobra/babymonoclecobra2.jpg,Monocled Cobra,Venomous,train/Venomous_Snake/babymonoclecobra2.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.0,0.999354,0.999554,0.999997,31,29,0.935484,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.0000; pixel_corr=0.9994; SSIM=0.9996; hist_corr=1.0000; ORB_good=31; ORB_inliers=29; ORB_inlier_ratio=0.9355,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Monocled Cobra/babymonoclecobra3.jpg,Monocled Cobra,Venomous,train/Venomous_Snake/babymonoclecobra3.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.0,0.999847,0.99925,0.999989,120,120,1.0,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.0000; pixel_corr=0.9998; SSIM=0.9993; hist_corr=1.0000; ORB_good=120; ORB_inliers=120; ORB_inlier_ratio=1.0000,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Monocled Cobra/babymonoclecobra4.jpg,Monocled Cobra,Venomous,train/Venomous_Snake/babymonoclecobra4.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.0,0.999777,0.999198,0.999961,117,116,0.991453,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.0000; pixel_corr=0.9998; SSIM=0.9992; hist_corr=1.0000; ORB_good=117; ORB_inliers=116; ORB_inlier_ratio=0.9915,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Monocled Cobra/babymonoclecobradoublehet2.jpg,Monocled Cobra,Venomous,train/Venomous_Snake/babymonoclecobradoublehet2.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.0,0.999878,0.998834,0.999988,129,128,0.992248,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.0000; pixel_corr=0.9999; SSIM=0.9988; hist_corr=1.0000; ORB_good=129; ORB_inliers=128; ORB_inlier_ratio=0.9922,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Monocled Cobra/bd75680b39e0ef57e78736ddc5fa34bd--reptiles-and-amphibians-forest-animals.jpg,Monocled Cobra,Venomous,train/Venomous_Snake/bd75680b39e0ef57e78736ddc5fa34bd--reptiles-and-amphibians-forest-animals.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,1,0.333333,0.999693,0.998633,0.99969,69,54,0.782609,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=1; aspect_delta=0.3333; pixel_corr=0.9997; SSIM=0.9986; hist_corr=0.9997; ORB_good=69; ORB_inliers=54; ORB_inlier_ratio=0.7826,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Monocled Cobra/bi5uo5ktrmbc1bcqqdrf.jpg,Monocled Cobra,Venomous,train/Venomous_Snake/bi5uo5ktrmbc1bcqqdrf.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,2,0.438838,0.99969,0.99838,0.999239,16,10,0.625,LIKELY_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=2; aspect_delta=0.4388; pixel_corr=0.9997; SSIM=0.9984; hist_corr=0.9992; ORB_good=16; ORB_inliers=10; ORB_inlier_ratio=0.6250,POSSIBLE_NEAR_DUPLICATE
Venomous/Monocled Cobra/Bred_to_Leucistic_hood_-_Copy.JPG,Monocled Cobra,Venomous,train/Venomous_Snake/Bred_to_Leucistic_hood_-_Copy.JPG,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,1,0.298861,0.99978,0.996755,0.9995,50,43,0.86,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=1; aspect_delta=0.2989; pixel_corr=0.9998; SSIM=0.9968; hist_corr=0.9995; ORB_good=50; ORB_inliers=43; ORB_inlier_ratio=0.8600,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Monocled Cobra/BWMale2a.jpg,Monocled Cobra,Venomous,train/Venomous_Snake/BWMale2a.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.222458,0.9992,0.996063,0.994524,93,93,1.0,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.2225; pixel_corr=0.9992; SSIM=0.9961; hist_corr=0.9945; ORB_good=93; ORB_inliers=93; ORB_inlier_ratio=1.0000,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Monocled Cobra/C0066949-Monocled_Cobra_Naja_-SPL.jpg,Monocled Cobra,Venomous,validation/Venomous_Snake/C0066949-Monocled_Cobra_Naja_-SPL.jpg,Venomous_Snake,VALIDATION,2,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,1,0.332075,0.999285,0.996113,0.999659,74,69,0.932432,CONFIRMED_NEAR_DUPLICATE,pHash=2; dHash=0; aHash=1; aspect_delta=0.3321; pixel_corr=0.9993; SSIM=0.9961; hist_corr=0.9997; ORB_good=74; ORB_inliers=69; ORB_inlier_ratio=0.9324,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Monocled Cobra/c56c13f758d379f2a173dc607eb3fcce.jpg,Monocled Cobra,Venomous,train/Venomous_Snake/c56c13f758d379f2a173dc607eb3fcce.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.079755,0.999016,0.996284,0.999214,355,354,0.997183,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.0798; pixel_corr=0.9990; SSIM=0.9963; hist_corr=0.9992; ORB_good=355; ORB_inliers=354; ORB_inlier_ratio=0.9972,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Monocled Cobra/cf2eaebcc9e44ed3880e835f32aaddce--cobra-snake-king-cobra.jpg,Monocled Cobra,Venomous,train/Venomous_Snake/cf2eaebcc9e44ed3880e835f32aaddce--cobra-snake-king-cobra.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.355191,0.999847,0.998277,0.999513,43,34,0.790698,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3552; pixel_corr=0.9998; SSIM=0.9983; hist_corr=0.9995; ORB_good=43; ORB_inliers=34; ORB_inlier_ratio=0.7907,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Monocled Cobra/Chinese Cobra.jpg,Monocled Cobra,Venomous,train/Venomous_Snake/Chinese Cobra.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.25,0.999577,0.995579,0.998178,59,56,0.949153,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.2500; pixel_corr=0.9996; SSIM=0.9956; hist_corr=0.9982; ORB_good=59; ORB_inliers=56; ORB_inlier_ratio=0.9492,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Monocled Cobra/close-up-of-monocled-cobra-naja-naja-in-field-a5yxg1.jpg,Monocled Cobra,Venomous,train/Venomous_Snake/close-up-of-monocled-cobra-naja-naja-in-field-a5yxg1.jpg,Venomous_Snake,TRAIN,0,1,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.364815,0.999711,0.997179,0.999653,53,48,0.90566,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=1; aHash=0; aspect_delta=0.3648; pixel_corr=0.9997; SSIM=0.9972; hist_corr=0.9997; ORB_good=53; ORB_inliers=48; ORB_inlier_ratio=0.9057,HIGH_CONFIDENCE_NEAR_DUPLICATE
