review_id,image_path,species,parent_class,review_type,suspected_match_path,suspected_match_split,frozen_test_involved,similarity_summary,contact_sheet_path,human_decision,human_notes,final_recommended_status
REVIEW_0093,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\maxresdefault_003.jpg,Indian Rock Python,Non-Venomous,DUPLICATE_REVIEW,train/Non_Venomous_Snake/maxresdefault_003 (2).jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.4375; pixel_corr=0.9993; SSIM=0.9980; hist_corr=0.9979; ORB_good=7; ORB_inliers=7; ORB_inlier_ratio=1.0000,contact_sheets/duplicate_review/review_0093_duplicate_review.png,,,
REVIEW_0094,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\maxresdefault_004.jpg,Indian Rock Python,Non-Venomous,DUPLICATE_REVIEW,train/Non_Venomous_Snake/maxresdefault_004 (2).jpg,TRAIN,NO,pHash=0; dHash=0; aHash=1; aspect_delta=0.6085; pixel_corr=0.9995; SSIM=0.9986; hist_corr=0.9993; ORB_good=2; ORB_inliers=0; ORB_inlier_ratio=0.0000,contact_sheets/duplicate_review/review_0094_duplicate_review.png,,,
REVIEW_0095,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\maxresdefault_006.jpg,Indian Rock Python,Non-Venomous,DUPLICATE_REVIEW,train/Non_Venomous_Snake/maxresdefault_006.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.4375; pixel_corr=0.9997; SSIM=0.9983; hist_corr=0.9996; ORB_good=9; ORB_inliers=8; ORB_inlier_ratio=0.8889,contact_sheets/duplicate_review/review_0095_duplicate_review.png,,,
REVIEW_0096,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\maxresdefault_007.jpg,Indian Rock Python,Non-Venomous,DUPLICATE_REVIEW,train/Non_Venomous_Snake/maxresdefault_007.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.4375; pixel_corr=0.9996; SSIM=0.9972; hist_corr=0.9997; ORB_good=15; ORB_inliers=12; ORB_inlier_ratio=0.8000,contact_sheets/duplicate_review/review_0096_duplicate_review.png,,,
REVIEW_0097,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\maxresdefault_008.jpg,Indian Rock Python,Non-Venomous,DUPLICATE_REVIEW,train/Non_Venomous_Snake/maxresdefault_008.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.4375; pixel_corr=0.9998; SSIM=0.9989; hist_corr=0.9999; ORB_good=12; ORB_inliers=8; ORB_inlier_ratio=0.6667,contact_sheets/duplicate_review/review_0097_duplicate_review.png,,,
REVIEW_0098,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\maxresdefault_010.jpg,Indian Rock Python,Non-Venomous,DUPLICATE_REVIEW,validation/Non_Venomous_Snake/maxresdefault_010.jpg,VALIDATION,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.4375; pixel_corr=0.9999; SSIM=0.9969; hist_corr=0.9996; ORB_good=18; ORB_inliers=16; ORB_inlier_ratio=0.8889,contact_sheets/duplicate_review/review_0098_duplicate_review.png,,,
REVIEW_0099,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\Python  molurus2.jpg,Indian Rock Python,Non-Venomous,DUPLICATE_REVIEW,train/Non_Venomous_Snake/Python  molurus2.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.3957; pixel_corr=0.9998; SSIM=0.9989; hist_corr=0.9995; ORB_good=9; ORB_inliers=9; ORB_inlier_ratio=1.0000,contact_sheets/duplicate_review/review_0099_duplicate_review.png,,,
REVIEW_0100,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\Python  molurus3.jpg,Indian Rock Python,Non-Venomous,DUPLICATE_REVIEW,train/Non_Venomous_Snake/Python  molurus3.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.3957; pixel_corr=0.9998; SSIM=0.9975; hist_corr=0.9968; ORB_good=12; ORB_inliers=11; ORB_inlier_ratio=0.9167,contact_sheets/duplicate_review/review_0100_duplicate_review.png,,,
REVIEW_0101,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\Python  molurus4.jpg,Indian Rock Python,Non-Venomous,DUPLICATE_REVIEW,validation/Non_Venomous_Snake/Python  molurus4.jpg,VALIDATION,NO,pHash=2; dHash=0; aHash=0; aspect_delta=0.3957; pixel_corr=0.9998; SSIM=0.9972; hist_corr=0.9947; ORB_good=14; ORB_inliers=11; ORB_inlier_ratio=0.7857,contact_sheets/duplicate_review/review_0101_duplicate_review.png,,,
REVIEW_0102,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\python-generic_650x400_81472483726.jpg,Indian Rock Python,Non-Venomous,DUPLICATE_REVIEW,train/Non_Venomous_Snake/python-generic_650x400_81472483726.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.3846; pixel_corr=0.9998; SSIM=0.9964; hist_corr=0.9966; ORB_good=18; ORB_inliers=18; ORB_inlier_ratio=1.0000,contact_sheets/duplicate_review/review_0102_duplicate_review.png,,,
REVIEW_0103,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\python_big_12.jpg,Indian Rock Python,Non-Venomous,DUPLICATE_REVIEW,train/Non_Venomous_Snake/python_big_12.jpg,TRAIN,NO,pHash=0; dHash=1; aHash=0; aspect_delta=0.4925; pixel_corr=0.9997; SSIM=0.9981; hist_corr=0.9975; ORB_good=13; ORB_inliers=10; ORB_inlier_ratio=0.7692,contact_sheets/duplicate_review/review_0103_duplicate_review.png,,,
REVIEW_0104,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Non-Venomous\Indian Rock Python\udaipurtimes-6_1437804595.jpg,Indian Rock Python,Non-Venomous,DUPLICATE_REVIEW,validation/Non_Venomous_Snake/udaipurtimes-6_1437804595.jpg,VALIDATION,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.4583; pixel_corr=0.9998; SSIM=0.9987; hist_corr=0.9994; ORB_good=16; ORB_inliers=13; ORB_inlier_ratio=0.8125,contact_sheets/duplicate_review/review_0104_duplicate_review.png,,,
REVIEW_0105,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Common Krait\01DSC_6599.JPG,Common Krait,Venomous,FROZEN_TEST_REVIEW,test/Venomous_Snake/01DSC_6599.JPG,TEST,YES,pHash=0; dHash=0; aHash=0; aspect_delta=0.4281; pixel_corr=0.9991; SSIM=0.9949; hist_corr=0.9997; ORB_good=9; ORB_inliers=7; ORB_inlier_ratio=0.7778,contact_sheets/frozen_test_review/review_0105_frozen_test_review.png,,,
REVIEW_0106,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Common Krait\12382341385_f5af5fc558_b.jpg,Common Krait,Venomous,DUPLICATE_REVIEW,train/Venomous_Snake/12382341385_f5af5fc558_b.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.6367; pixel_corr=0.9996; SSIM=0.9957; hist_corr=0.9997; ORB_good=4; ORB_inliers=4; ORB_inlier_ratio=1.0000,contact_sheets/duplicate_review/review_0106_duplicate_review.png,,,
REVIEW_0107,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Common Krait\12474945055_9b6d772f9d_b.jpg,Common Krait,Venomous,DUPLICATE_REVIEW,train/Venomous_Snake/12474945055_9b6d772f9d_b.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.5137; pixel_corr=0.9997; SSIM=0.9962; hist_corr=0.9993; ORB_good=17; ORB_inliers=13; ORB_inlier_ratio=0.7647,contact_sheets/duplicate_review/review_0107_duplicate_review.png,,,
REVIEW_0108,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Common Krait\1438850347IMG_1543.jpg,Common Krait,Venomous,DUPLICATE_REVIEW,train/Venomous_Snake/1438850347IMG_1543.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.4383; pixel_corr=0.9987; SSIM=0.9977; hist_corr=0.9997; ORB_good=6; ORB_inliers=5; ORB_inlier_ratio=0.8333,contact_sheets/duplicate_review/review_0108_duplicate_review.png,,,
REVIEW_0109,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Common Krait\2816621425_c2ac28297a_b.jpg,Common Krait,Venomous,DUPLICATE_REVIEW,train/Venomous_Snake/2816621425_c2ac28297a_b.jpg,TRAIN,NO,pHash=0; dHash=1; aHash=1; aspect_delta=0.3311; pixel_corr=0.9983; SSIM=0.9963; hist_corr=0.9971; ORB_good=15; ORB_inliers=14; ORB_inlier_ratio=0.9333,contact_sheets/duplicate_review/review_0109_duplicate_review.png,,,
REVIEW_0110,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Common Krait\5556319714_5d0d0b919c.jpg,Common Krait,Venomous,DUPLICATE_REVIEW,train/Venomous_Snake/5556319714_5d0d0b919c.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.5760; pixel_corr=0.9998; SSIM=0.9979; hist_corr=0.9996; ORB_good=8; ORB_inliers=6; ORB_inlier_ratio=0.7500,contact_sheets/duplicate_review/review_0110_duplicate_review.png,,,
REVIEW_0111,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Common Krait\6674918465_fe1d46c3ab_b.jpg,Common Krait,Venomous,DUPLICATE_REVIEW,train/Venomous_Snake/6674918465_fe1d46c3ab_b.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.4375; pixel_corr=0.9995; SSIM=0.9970; hist_corr=0.9981; ORB_good=12; ORB_inliers=9; ORB_inlier_ratio=0.7500,contact_sheets/duplicate_review/review_0111_duplicate_review.png,,,
REVIEW_0112,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Common Krait\81cb1316d8bd6b5ec1dbf0e4d68cf367.jpg,Common Krait,Venomous,DUPLICATE_REVIEW,validation/Venomous_Snake/81cb1316d8bd6b5ec1dbf0e4d68cf367.jpg,VALIDATION,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.5342; pixel_corr=0.9994; SSIM=0.9971; hist_corr=0.9986; ORB_good=10; ORB_inliers=8; ORB_inlier_ratio=0.8000,contact_sheets/duplicate_review/review_0112_duplicate_review.png,,,
REVIEW_0113,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Common Krait\afc3fbd1c45e1f79f26e6271444de28e.jpg,Common Krait,Venomous,DUPLICATE_REVIEW,train/Venomous_Snake/afc3fbd1c45e1f79f26e6271444de28e.jpg,TRAIN,NO,pHash=0; dHash=1; aHash=2; aspect_delta=0.3318; pixel_corr=0.9993; SSIM=0.9961; hist_corr=1.0000; ORB_good=40; ORB_inliers=20; ORB_inlier_ratio=0.5000,contact_sheets/duplicate_review/review_0113_duplicate_review.png,,,
REVIEW_0114,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Common Krait\B_caeruleus_01-800x455.jpg,Common Krait,Venomous,DUPLICATE_REVIEW,train/Venomous_Snake/54.jpg,TRAIN,NO,pHash=0; dHash=1; aHash=1; aspect_delta=0.4312; pixel_corr=0.9935; SSIM=0.9678; hist_corr=0.9915; ORB_good=9; ORB_inliers=7; ORB_inlier_ratio=0.7778,contact_sheets/duplicate_review/review_0114_duplicate_review.png,,,
REVIEW_0115,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Common Krait\CJSSKalach1.jpg,Common Krait,Venomous,DUPLICATE_REVIEW,train/Venomous_Snake/CJSSKalach1.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.4280; pixel_corr=0.9991; SSIM=0.9960; hist_corr=0.9999; ORB_good=17; ORB_inliers=10; ORB_inlier_ratio=0.5882,contact_sheets/duplicate_review/review_0115_duplicate_review.png,,,
REVIEW_0116,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Common Krait\Common krait_001.jpg,Common Krait,Venomous,DUPLICATE_REVIEW,train/Venomous_Snake/Common krait_001.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.4106; pixel_corr=0.9993; SSIM=0.9976; hist_corr=0.9995; ORB_good=15; ORB_inliers=8; ORB_inlier_ratio=0.5333,contact_sheets/duplicate_review/review_0116_duplicate_review.png,,,
REVIEW_0117,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Common Krait\common-krait-1.jpg,Common Krait,Venomous,DUPLICATE_REVIEW,train/Venomous_Snake/common-krait-1.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.5417; pixel_corr=0.9994; SSIM=0.9965; hist_corr=0.9999; ORB_good=5; ORB_inliers=0; ORB_inlier_ratio=0.0000,contact_sheets/duplicate_review/review_0117_duplicate_review.png,,,
REVIEW_0118,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Common Krait\common-krait-snake.png,Common Krait,Venomous,DUPLICATE_REVIEW,train/Venomous_Snake/common-krait-snake.jpg,TRAIN,NO,pHash=0; dHash=1; aHash=0; aspect_delta=0.5312; pixel_corr=0.9880; SSIM=0.9585; hist_corr=0.9972; ORB_good=6; ORB_inliers=4; ORB_inlier_ratio=0.6667,contact_sheets/duplicate_review/review_0118_duplicate_review.png,,,
REVIEW_0119,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Common Krait\common-krait.jpg,Common Krait,Venomous,DUPLICATE_REVIEW,train/Venomous_Snake/common-krait.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.4747; pixel_corr=0.9995; SSIM=0.9973; hist_corr=0.9997; ORB_good=5; ORB_inliers=4; ORB_inlier_ratio=0.8000,contact_sheets/duplicate_review/review_0119_duplicate_review.png,,,
REVIEW_0120,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Common Krait\COMMON-KRAIT_011.jpg,Common Krait,Venomous,DUPLICATE_REVIEW,train/Venomous_Snake/COMMON-KRAIT_011.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.5085; pixel_corr=0.9997; SSIM=0.9966; hist_corr=0.9998; ORB_good=15; ORB_inliers=9; ORB_inlier_ratio=0.6000,contact_sheets/duplicate_review/review_0120_duplicate_review.png,,,
REVIEW_0121,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Common Krait\Common_Krait(Bungarus_Caeruleus)_in_Parassinikadavu_Snake_Park.jpg,Common Krait,Venomous,DUPLICATE_REVIEW,train/Venomous_Snake/Common_Krait(Bungarus_Caeruleus)_in_Parassinikadavu_Snake_Park.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.2500; pixel_corr=0.9992; SSIM=0.9950; hist_corr=0.9998; ORB_good=2; ORB_inliers=0; ORB_inlier_ratio=0.0000,contact_sheets/duplicate_review/review_0121_duplicate_review.png,,,
REVIEW_0122,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Common Krait\common_krait-bungarus_caeruleus.jpg,Common Krait,Venomous,DUPLICATE_REVIEW,train/Venomous_Snake/common_krait-bungarus_caeruleus.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.7423; pixel_corr=0.9997; SSIM=0.9969; hist_corr=0.9995; ORB_good=6; ORB_inliers=4; ORB_inlier_ratio=0.6667,contact_sheets/duplicate_review/review_0122_duplicate_review.png,,,
REVIEW_0123,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Common Krait\Commonkrait.jpg,Common Krait,Venomous,DUPLICATE_REVIEW,train/Venomous_Snake/Commonkrait.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.4250; pixel_corr=0.9996; SSIM=0.9958; hist_corr=0.9999; ORB_good=12; ORB_inliers=6; ORB_inlier_ratio=0.5000,contact_sheets/duplicate_review/review_0123_duplicate_review.png,,,
REVIEW_0124,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Common Krait\DSC_0019_0.jpg,Common Krait,Venomous,DUPLICATE_REVIEW,train/Venomous_Snake/DSC_0019_0.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.3351; pixel_corr=0.9998; SSIM=0.9984; hist_corr=0.9988; ORB_good=1; ORB_inliers=0; ORB_inlier_ratio=0.0000,contact_sheets/duplicate_review/review_0124_duplicate_review.png,,,
REVIEW_0125,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Common Krait\Krait-6.jpg,Common Krait,Venomous,DUPLICATE_REVIEW,train/Venomous_Snake/Krait-6.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.5420; pixel_corr=0.9992; SSIM=0.9927; hist_corr=0.9999; ORB_good=5; ORB_inliers=4; ORB_inlier_ratio=0.8000,contact_sheets/duplicate_review/review_0125_duplicate_review.png,,,
REVIEW_0126,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Common Krait\KRAIT2_H.JPG,Common Krait,Venomous,DUPLICATE_REVIEW,validation/Venomous_Snake/KRAIT2_H.JPG,VALIDATION,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.4804; pixel_corr=0.9995; SSIM=0.9981; hist_corr=0.9961; ORB_good=3; ORB_inliers=0; ORB_inlier_ratio=0.0000,contact_sheets/duplicate_review/review_0126_duplicate_review.png,,,
REVIEW_0127,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Common Krait\KRAIT_HA.JPG,Common Krait,Venomous,DUPLICATE_REVIEW,train/Venomous_Snake/KRAIT_HA.JPG,TRAIN,NO,pHash=2; dHash=0; aHash=0; aspect_delta=0.4367; pixel_corr=0.9994; SSIM=0.9978; hist_corr=0.9972; ORB_good=5; ORB_inliers=4; ORB_inlier_ratio=0.8000,contact_sheets/duplicate_review/review_0127_duplicate_review.png,,,
REVIEW_0128,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Common Krait\maxresdefault.jpg,Common Krait,Venomous,DUPLICATE_REVIEW,train/Venomous_Snake/maxresdefault.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.4375; pixel_corr=0.9997; SSIM=0.9985; hist_corr=0.9997; ORB_good=8; ORB_inliers=8; ORB_inlier_ratio=1.0000,contact_sheets/duplicate_review/review_0128_duplicate_review.png,,,
REVIEW_0129,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Common Krait\maxresdefault_002.jpg,Common Krait,Venomous,DUPLICATE_REVIEW,train/Venomous_Snake/maxresdefault_002.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.4375; pixel_corr=0.9998; SSIM=0.9981; hist_corr=0.9996; ORB_good=13; ORB_inliers=9; ORB_inlier_ratio=0.6923,contact_sheets/duplicate_review/review_0129_duplicate_review.png,,,
REVIEW_0130,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\Common Krait\maxresdefault_003.jpg,Common Krait,Venomous,DUPLICATE_REVIEW,train/Venomous_Snake/maxresdefault_003.jpg,TRAIN,NO,pHash=0; dHash=1; aHash=0; aspect_delta=0.4375; pixel_corr=0.9997; SSIM=0.9981; hist_corr=0.9996; ORB_good=7; ORB_inliers=4; ORB_inlier_ratio=0.5714,contact_sheets/duplicate_review/review_0130_duplicate_review.png,,,
REVIEW_0131,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\King Cobra\12700.jpg,King Cobra,Venomous,FROZEN_TEST_REVIEW,test/Venomous_Snake/12700.jpg,TEST,YES,pHash=2; dHash=0; aHash=0; aspect_delta=0.4375; pixel_corr=0.9999; SSIM=0.9964; hist_corr=0.9992; ORB_good=17; ORB_inliers=10; ORB_inlier_ratio=0.5882,contact_sheets/frozen_test_review/review_0131_frozen_test_review.png,,,
REVIEW_0132,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\King Cobra\170px-Elapidae_-_Ophiophagus_hannah.JPG,King Cobra,Venomous,DUPLICATE_REVIEW,train/Venomous_Snake/170px-Elapidae_-_Ophiophagus_hannah.JPG,TRAIN,NO,pHash=0; dHash=1; aHash=0; aspect_delta=0.3359; pixel_corr=0.9984; SSIM=0.9962; hist_corr=0.9976; ORB_good=17; ORB_inliers=15; ORB_inlier_ratio=0.8824,contact_sheets/duplicate_review/review_0132_duplicate_review.png,,,
REVIEW_0133,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\King Cobra\200352091-001.jpg,King Cobra,Venomous,DUPLICATE_REVIEW,train/Venomous_Snake/200352091-001.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.4299; pixel_corr=0.9999; SSIM=0.9963; hist_corr=0.9999; ORB_good=12; ORB_inliers=11; ORB_inlier_ratio=0.9167,contact_sheets/duplicate_review/review_0133_duplicate_review.png,,,
REVIEW_0134,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\King Cobra\23360067593_23360067593_NLKS8443_Searching_for_King_Cobra.jpg,King Cobra,Venomous,DUPLICATE_REVIEW,train/Venomous_Snake/23360067593_23360067593_NLKS8443_Searching_for_King_Cobra.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.4375; pixel_corr=0.9998; SSIM=0.9960; hist_corr=0.9996; ORB_good=8; ORB_inliers=6; ORB_inlier_ratio=0.7500,contact_sheets/duplicate_review/review_0134_duplicate_review.png,,,
REVIEW_0135,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\King Cobra\5-dog-beat-cobra-795x447.jpg,King Cobra,Venomous,FROZEN_TEST_REVIEW,test/Venomous_Snake/5-dog-beat-cobra-795x447.jpg,TEST,YES,pHash=0; dHash=0; aHash=0; aspect_delta=0.4377; pixel_corr=0.9997; SSIM=0.9968; hist_corr=0.9996; ORB_good=17; ORB_inliers=17; ORB_inlier_ratio=1.0000,contact_sheets/frozen_test_review/review_0135_frozen_test_review.png,,,
REVIEW_0136,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\King Cobra\520e37a2-d600-4c4f-8f19-6b87429fc7a0.Full_.jpg,King Cobra,Venomous,FROZEN_TEST_REVIEW,test/Venomous_Snake/520e37a2-d600-4c4f-8f19-6b87429fc7a0.Full_.jpg,TEST,YES,pHash=0; dHash=0; aHash=0; aspect_delta=0.6037; pixel_corr=0.9998; SSIM=0.9966; hist_corr=0.9998; ORB_good=8; ORB_inliers=6; ORB_inlier_ratio=0.7500,contact_sheets/frozen_test_review/review_0136_frozen_test_review.png,,,
REVIEW_0137,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\King Cobra\7691.jpg,King Cobra,Venomous,DUPLICATE_REVIEW,validation/Venomous_Snake/7691.jpg,VALIDATION,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.4375; pixel_corr=0.9998; SSIM=0.9969; hist_corr=1.0000; ORB_good=10; ORB_inliers=7; ORB_inlier_ratio=0.7000,contact_sheets/duplicate_review/review_0137_duplicate_review.png,,,
REVIEW_0138,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\King Cobra\ap17207013744013.jpg,King Cobra,Venomous,DUPLICATE_REVIEW,validation/Venomous_Snake/ap17207013744013.jpg,VALIDATION,NO,pHash=0; dHash=0; aHash=1; aspect_delta=0.2500; pixel_corr=0.9997; SSIM=0.9975; hist_corr=0.9995; ORB_good=3; ORB_inliers=0; ORB_inlier_ratio=0.0000,contact_sheets/duplicate_review/review_0138_duplicate_review.png,,,
REVIEW_0139,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\King Cobra\b3bddd06c161b0b368fca1845dff6e974aa48bcc87495bff50309d9b19296ae7.jpg,King Cobra,Venomous,DUPLICATE_REVIEW,validation/Venomous_Snake/b3bddd06c161b0b368fca1845dff6e974aa48bcc87495bff50309d9b19296ae7.jpg,VALIDATION,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.4658; pixel_corr=0.9998; SSIM=0.9973; hist_corr=0.9996; ORB_good=13; ORB_inliers=11; ORB_inlier_ratio=0.8462,contact_sheets/duplicate_review/review_0139_duplicate_review.png,,,
REVIEW_0140,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\King Cobra\cobra-head.jpg,King Cobra,Venomous,DUPLICATE_REVIEW,train/Venomous_Snake/cobra-head.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=1; aspect_delta=0.4618; pixel_corr=0.9999; SSIM=0.9982; hist_corr=0.9997; ORB_good=17; ORB_inliers=11; ORB_inlier_ratio=0.6471,contact_sheets/duplicate_review/review_0140_duplicate_review.png,,,
REVIEW_0141,C:\Users\yesam\Desktop\anviksa_ai\new_training_data\snake_images\Indian-Snakes-Dataset-master\Venomous\King Cobra\cobra-long.jpg,King Cobra,Venomous,DUPLICATE_REVIEW,train/Venomous_Snake/cobra-long.jpg,TRAIN,NO,pHash=0; dHash=0; aHash=0; aspect_delta=0.4380; pixel_corr=0.9998; SSIM=0.9978; hist_corr=0.9995; ORB_good=2; ORB_inliers=0; ORB_inlier_ratio=0.0000,contact_sheets/duplicate_review/review_0141_duplicate_review.png,,,
