relative_path,filename,extension,parent_label,species_label,intended_model_class,width,height,channels_or_mode,file_size_bytes,sha256,perceptual_hash,dhash,readable,exact_duplicate_group,near_duplicate_group,source_group_id,existing_dataset_match,existing_split_match,label_conflict,provenance_status,audit_status,review_reason,image_format,aspect_ratio,integrity_error,truncated_warning
Venomous/Common Krait/Sanku_varayan_Common_Krait.jpg,Sanku_varayan_Common_Krait.jpg,.jpg,Venomous,Common Krait,Venomous_Snake,657,987,RGB,653322,25d6709f2652a50132ffba0290dd6d0488a7302dd00fe637c3dd7704c2046765,d1194e46eece3668,61999a3a8a9cf367,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,0.665653,,False
Venomous/Common Krait/sindhikrait.jpg,sindhikrait.jpg,.jpg,Venomous,Common Krait,Venomous_Snake,375,221,RGB,34581,8dc8af53881c587feb59240aeaf3b79ed670404f059726277b99f3111629eb8e,f958866345b466b9,21b13a129a0b1818,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.696833,,False
Venomous/Common Krait/snake-common-krait-bungarus-caeruleus-ET0CMF.jpg,snake-common-krait-bungarus-caeruleus-ET0CMF.jpg,.jpg,Venomous,Common Krait,Venomous_Snake,1300,956,RGB,315196,8a5187401ddc8ebb27229009e441669fe94020822e488b8dfdf124f0a2dfff66,bab09a9e42dc658e,bd3b87cc5f2f3179,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.359833,,False
Venomous/Common Krait/snake-indian-common-krait-cremonou-bungarus-caeruleus-CE8PWK.jpg,snake-indian-common-krait-cremonou-bungarus-caeruleus-CE8PWK.jpg,.jpg,Venomous,Common Krait,Venomous_Snake,1300,955,RGB,329423,1f735229ad762a2379e8f3d5334ff71126a4681939190ca69b39ccd53e0d3c82,b3964b88678d6792,eaa80c0e8c323243,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.361257,,False
Venomous/Common Krait/snake6.jpg,snake6.jpg,.jpg,Venomous,Common Krait,Venomous_Snake,340,243,RGB,20632,85bdb92e24c90c99a5cbf8a51751345a3a47b4bf5994b0f088eb44b0ceec7f21,a4a2d34b849e7bb4,e48c15f7c65328ac,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.399177,,False
Venomous/Common Krait/SNP00151.jpg,SNP00151.jpg,.jpg,Venomous,Common Krait,Venomous_Snake,300,225,RGB,33041,1f96de356c23e10cf1a1fb9ceb7f9494a86ca6decdb4649a7367c368589400cd,e77db84e41338718,5226484dc5654998,True,,,,True,VALIDATION,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing VALIDATION image,JPEG,1.333333,,False
Venomous/Common Krait/srep238-g002.gif,srep238-g002.gif,.gif,Venomous,Common Krait,Venomous_Snake,500,391,P,151205,98b3b7b249285308f55edbdf4e12acb835cc26a82e74fea4671dadd1829c8fba,eac19de89326c22f,9993450d0d05276d,True,,,,False,,False,NOT VERIFIED,PROVENANCE_REVIEW,source provenance and training reuse rights not verified,GIF,1.278772,,False
Venomous/Common Krait/wallssindkrait.jpg,wallssindkrait.jpg,.jpg,Venomous,Common Krait,Venomous_Snake,621,466,RGB,173364,096b4345b934f1ce20fed5db052b242b9bcf58d1ffeb0ef15dcf8a0ff19288ab,ea1d89ea94c497c5,33194e2617090313,True,,,,False,,False,NOT VERIFIED,PROVENANCE_REVIEW,source provenance and training reuse rights not verified,JPEG,1.332618,,False
Venomous/Common Krait/wolf.jpg,wolf.jpg,.jpg,Venomous,Common Krait,Venomous_Snake,268,188,RGB,13638,9dd5ee56664d211836f39f722933b192ce937b66a02fd9ec3e59c3471cd76bd1,addbc4641b1a7711,35b29a5b53a6b66a,True,,,,True,VALIDATION,False,NOT VERIFIED,DUPLICATE_REVIEW,exact match to existing VALIDATION image,JPEG,1.425532,,False
Venomous/Common Krait/wolfsnake.jpg,wolfsnake.jpg,.jpg,Venomous,Common Krait,Venomous_Snake,715,517,RGB,300253,8d647f5db4617ab4ec671c1c7763b5366337790d4dfc65ad366810a98f5b98c1,b2d1d9c94b718789,9abd1d0d0f2d1e65,True,,,,False,,False,NOT VERIFIED,PROVENANCE_REVIEW,source provenance and training reuse rights not verified,JPEG,1.382979,,False
Venomous/King Cobra/01300000201438122024366623037.jpg,01300000201438122024366623037.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,448,299,RGB,34532,a8cf49fb6c7610a29ca2e353d2410b9f3309a2e42f30c48b29775bf06f61a6cb,dfa4476be0c86790,43666cb0195961e0,True,,,,True,VALIDATION,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing VALIDATION image,JPEG,1.498328,,False
Venomous/King Cobra/03cobra.jpg,03cobra.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,670,437,RGB,83956,d700b0293fdd6fdccc19583f04d9a4667033ede7220caf6b60799dd14c310321,8b554b3de4433635,f0f2d8cc267b49c9,True,,,,True,TEST,False,NOT VERIFIED,LEAKAGE_RISK,near-duplicate candidate matching existing TEST image (HIGH_CONFIDENCE_NEAR_DUPLICATE),JPEG,1.533181,,False
Venomous/King Cobra/1151193-VavaSuresh-1469709021-864-640x480.jpg,1151193-VavaSuresh-1469709021-864-640x480.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,640,480,RGB,53617,12fe5da0c107007ea00c72b9bd41460a1c4b949e45f5d4aa4d86b614838e3d83,ce84d8a0bb2ab6e5,68e0646140e54140,True,,,,True,VALIDATION,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing VALIDATION image,JPEG,1.333333,,False
Venomous/King Cobra/120418-Rom-Whitaker-with-adult-male-king-cobra-rescued-from-a-house-in-Agumbe.jpg,120418-Rom-Whitaker-with-adult-male-king-cobra-rescued-from-a-house-in-Agumbe.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,800,800,RGB,809803,f9f6aaf51fdbc53adbb912074c986ebb0efc7f258c7274193fa80c09cc6a15f3,ed5616258e867acc,ecda17979383c63c,True,,,,False,,False,NOT VERIFIED,PROVENANCE_REVIEW,source provenance and training reuse rights not verified,JPEG,1.0,,False
Venomous/King Cobra/12700.jpg,12700.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,1280,720,RGB,87631,b3e3f119c21964a998dba94d66747350771b23ed76074d344524d78366ef4ea5,c03f2d68cf9eb025,64ccece4c284c0c0,True,,,,True,TEST,False,NOT VERIFIED,LEAKAGE_RISK,near-duplicate candidate matching existing TEST image (HIGH_CONFIDENCE_NEAR_DUPLICATE),JPEG,1.777778,,False
Venomous/King Cobra/131203090701-large.jpg,131203090701-large.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,566,849,RGB,132503,d3d1777f5fa16f70760b36c85573490ab6eb0cf3457574a87a7c1b0e368091b5,856ad3287e2f68a5,79d8c6e68ebefefc,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,0.666667,,False
Venomous/King Cobra/1350361656KingCobraAttackingMonitorLizard.jpg,1350361656KingCobraAttackingMonitorLizard.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,903,602,RGB,261792,a8a7df22de3132e26c488ccdab8536617584c7eaea926bb393646fea5b4e55a3,8035954ae5bd4aed,f0b8e89ec3e139d0,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.5,,False
Venomous/King Cobra/13582558-king-cobra-Ophiophagus-hannah-poisonous-white-background-Stock-Photo.jpg,13582558-king-cobra-Ophiophagus-hannah-poisonous-white-background-Stock-Photo.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,1241,1300,RGB,123974,217521dc583bafed0a2a883b380f28f13cf22fe0348ada80ecb30a4686ff2bc5,b8c3873e496994c7,9a4d0eb3133e8e42,True,,,,True,VALIDATION,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing VALIDATION image,JPEG,0.954615,,False
Venomous/King Cobra/13582621-king-cobra-Ophiophagus-hannah-poisonous-white-background-Stock-Photo.jpg,13582621-king-cobra-Ophiophagus-hannah-poisonous-white-background-Stock-Photo.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,1300,884,RGB,85546,ca415d4947195fece9131f0290d5801b9ad42f8da58294917facc814a00f3763,b9d1472ec46bc51a,429a98923007130f,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.470588,,False
Venomous/King Cobra/13582625-king-cobra-Ophiophagus-hannah-poisonous-white-background-Stock-Photo.jpg,13582625-king-cobra-Ophiophagus-hannah-poisonous-white-background-Stock-Photo.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,1300,1254,RGB,113592,389406dd8c3f313bb4aea25307abb94fdd869cc5b1ad8afdbaae9069531276ca,ebc8341ec43fd461,9503930b033b1b1e,True,,,,True,TEST,False,NOT VERIFIED,LEAKAGE_RISK,near-duplicate candidate matching existing TEST image (HIGH_CONFIDENCE_NEAR_DUPLICATE),JPEG,1.036683,,False
Venomous/King Cobra/13582750-king-cobra-Ophiophagus-hannah-poisonous-white-background-Stock-Photo.jpg,13582750-king-cobra-Ophiophagus-hannah-poisonous-white-background-Stock-Photo.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,1300,1141,RGB,133276,d6c391cc77250cae744e569a41a9c720ae91e766cf6ff2bb2f6f212ca83fe5bb,a6c6d93b91720f38,92a6258c2f6f3f1f,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.139351,,False
Venomous/King Cobra/147761-004-7C2BC212.jpg,147761-004-7C2BC212.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,300,450,RGB,11673,ea6328d996fcced9f161dee7fd71c134d80ccdb5ff0a3fd25b2dc8fd1fe98520,c61e31f7e40f4c98,1ef961e1e4c5c983,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,0.666667,,False
Venomous/King Cobra/170px-Elapidae_-_Ophiophagus_hannah.JPG,170px-Elapidae_-_Ophiophagus_hannah.JPG,.jpg,Venomous,King Cobra,Venomous_Snake,170,256,RGB,28401,82974c2d42df031986915a08516e286c51c91cb24a881052a0bd4d908a73ac90,f9dace14a1795c44,2929191b9aba9496,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,0.664062,,False
Venomous/King Cobra/17c229b47df3696e20b34baee809f174--cobra-snake-king-cobra.jpg,17c229b47df3696e20b34baee809f174--cobra-snake-king-cobra.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,736,1104,RGB,73745,3f9a5d7615b8bb90b634d56b5907e43fbd6b733278fd713c158498fe872a6cf1,d2c56230e22f971f,c4c06060b89c1fc1,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,0.666667,,False
Venomous/King Cobra/1930805.jpg,1930805.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,255,248,RGB,11332,eb9fe05a69c5ff7b8b630d347357678a85d39f358b7b9696d7b834bff41e5bee,b6c04a3f69769515,d3c5940d7a2e2e23,True,,,,True,TEST,False,NOT VERIFIED,LEAKAGE_RISK,near-duplicate candidate matching existing TEST image (HIGH_CONFIDENCE_NEAR_DUPLICATE),JPEG,1.028226,,False
Venomous/King Cobra/200352091-001.jpg,200352091-001.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,877,500,RGB,31333,d05c515bdf3492222254f33859b2a83ea82459cabf436baaabde8291a03317ff,8c34e6e30671f333,663632b2f2733332,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.754,,False
Venomous/King Cobra/200352095-001_XS.jpg,200352095-001_XS.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,240,360,RGB,13425,e0f8fbedc082ca864f1c0265c072517527cef5fa0e65ddc0594ed198bbeddbd7,cd9e30676448dec9,061cb1a36260d796,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,0.666667,,False
Venomous/King Cobra/2013-KINGCOBRA-08.jpg,2013-KINGCOBRA-08.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,465,600,RGB,46959,222dd913b040d3b6d47f0b6c9de8048e1a79d165347d58417d0c0dbb334f0eaa,9a7034cfcbc0656e,580d3bf971727939,True,,,,True,TEST,False,NOT VERIFIED,LEAKAGE_RISK,near-duplicate candidate matching existing TEST image (HIGH_CONFIDENCE_NEAR_DUPLICATE),JPEG,0.775,,False
Venomous/King Cobra/2013-KINGCOBRA-28.jpg,2013-KINGCOBRA-28.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,600,400,RGB,48890,d05ad0ccd159d2d5a9b110f6bcca002eb13194633f87b771cc085ea13ef76e83,a699b0b0434fceec,9c9f6343c6aeaee6,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.5,,False
Venomous/King Cobra/2013-KINGCOBRA-36.jpg,2013-KINGCOBRA-36.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,600,471,RGB,101532,1cb19dd3d0b3be8221ac9e85631f7f69107896547382f0183063b6ccf4dd50ce,b344c89ce6b11e73,a0c9ccce4f2f9bcc,True,,,,True,VALIDATION,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing VALIDATION image,JPEG,1.273885,,False
Venomous/King Cobra/220px-King-Cobra.jpg,220px-King-Cobra.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,220,146,RGB,7788,af9562f89c39e841e0754ed0214d1ee54770eab89613da8858de8005b3d8587d,99fae4e5191a1966,f0c0195adadacaf0,True,,,,True,TEST,False,NOT VERIFIED,LEAKAGE_RISK,near-duplicate candidate matching existing TEST image (HIGH_CONFIDENCE_NEAR_DUPLICATE),JPEG,1.506849,,False
Venomous/King Cobra/220px-Ophiophagus_hannah2.jpg,220px-Ophiophagus_hannah2.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,220,207,RGB,10900,3cb87d992948cc62153c9777e157a952c33a4a301ab43f3d7ef9c7b47c55bd05,9a8d72b112f30dce,9d3663f971381d1d,True,,,,True,TEST,False,NOT VERIFIED,LEAKAGE_RISK,near-duplicate candidate matching existing TEST image (HIGH_CONFIDENCE_NEAR_DUPLICATE),JPEG,1.062802,,False
Venomous/King Cobra/23360067593_23360067593_NLKS8443_Searching_for_King_Cobra.jpg,23360067593_23360067593_NLKS8443_Searching_for_King_Cobra.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,1920,1080,RGB,860492,3a92d75d1f99b28ac33e3c6d0953819be5ee0a9f3f3234dc72966e6886ed566c,8dbc395953456d52,7837e7ecf8f2f4c8,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.777778,,False
Venomous/King Cobra/26creaturesspan-jumbo.jpg,26creaturesspan-jumbo.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,1024,682,RGB,102813,d2105370ca40009468eb9379a2f9fb073fa7426431d27009a8a54408a9d2c481,b89ce33b94688eb1,303434353c2b17ce,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.501466,,False
Venomous/King Cobra/3002331619_54b1f4eecb.jpg,3002331619_54b1f4eecb.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,500,338,RGB,166468,9e11f9e87e1c4dffbf6074b6c77b7274789f7fb4432f859f93e5deb987495607,93421c3d66907d7e,ecf8f8cc0e5a5ce0,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.47929,,False
Venomous/King Cobra/31AFC94800000578-3469122-Footage_shows_the_incredible_moment_a_plucky_12_year_old_boy_tou-a-1_1456742703298.jpg,31AFC94800000578-3469122-Footage_shows_the_incredible_moment_a_plucky_12_year_old_boy_tou-a-1_1456742703298.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,634,357,RGB,91555,d4839fc39dfdbc90d3f4db55fa6609fc4073960cbd8f996162a54c0e18981f14,b8b0c1ddd8c1edc8,12bdb7b33136e430,True,,,,False,,False,NOT VERIFIED,PROVENANCE_REVIEW,source provenance and training reuse rights not verified,JPEG,1.77591,,False
Venomous/King Cobra/31AFC95000000578-3469122-image-a-5_1456741674538.jpg,31AFC95000000578-3469122-image-a-5_1456741674538.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,634,357,RGB,83772,891aba2f38053dd4457684e948f22ae00112b8b17d8373da2b0189a26f486a4f,b7b7b3e3e1091841,4c4c7d3f8ea4da09,True,,,,True,VALIDATION,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing VALIDATION image,JPEG,1.77591,,False
Venomous/King Cobra/32521345-King-Cobra-snake-is-the-world-s-longest-venomous-snake-in-the-Snake-farm-show-bangkok-thailand-Stock-Photo.jpg,32521345-King-Cobra-snake-is-the-world-s-longest-venomous-snake-in-the-Snake-farm-show-bangkok-thailand-Stock-Photo.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,865,1300,RGB,134265,097d9f5c0c11702b9310b0ab15b6f90187f61cf6b8fc869138e44dc6f012b17e,b1d64c86c739936c,44489e9bce4c1b13,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,0.665385,,False
Venomous/King Cobra/3705023_orig.png,3705023_orig.png,.png,Venomous,King Cobra,Venomous_Snake,903,450,RGBA,222995,ff822c068b33a717e8121b36d96cf8ad663c93bdd202f35d0fefa571b16e6fc1,9e96e1e9c2748d32,806874746923160d,True,,,,False,,False,NOT VERIFIED,PROVENANCE_REVIEW,source provenance and training reuse rights not verified,PNG,2.006667,,False
Venomous/King Cobra/3CA83C7400000578-4172360-image-m-57_1485792904526.jpg,3CA83C7400000578-4172360-image-m-57_1485792904526.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,634,434,RGB,163160,2c6b8af107c022d1d22f934658ae2953927027151ed31cbf192e0c83e5e0f2b8,f2725a4866643cfc,09599c8d8a84122d,True,,,,True,TEST,False,NOT VERIFIED,LEAKAGE_RISK,near-duplicate candidate matching existing TEST image (HIGH_CONFIDENCE_NEAR_DUPLICATE),JPEG,1.460829,,False
Venomous/King Cobra/3D05259A00000578-4209222-image-a-31_1486675129282.jpg,3D05259A00000578-4209222-image-a-31_1486675129282.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,306,551,RGB,37155,a9d7d70807d558f0aacab7dfc078db6bfe345708e0efb6eed4b0e2f57e400bb3,c6df24d8331a6d85,cbe6e3e9c2a2e1cf,True,,,,True,TEST,False,NOT VERIFIED,LEAKAGE_RISK,near-duplicate candidate matching existing TEST image (HIGH_CONFIDENCE_NEAR_DUPLICATE),JPEG,0.555354,,False
Venomous/King Cobra/3ddc49b3f743b547e095a1fd910cb902--king-cobra-snakes.jpg,3ddc49b3f743b547e095a1fd910cb902--king-cobra-snakes.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,210,210,RGB,12798,428d1fb4842ca25de99267a7476700619fe7921c784d01d6a9e42df2b5646675,dc5b36ee05460ee1,141c31e2b32124c4,True,,,,True,TEST,False,NOT VERIFIED,LEAKAGE_RISK,near-duplicate candidate matching existing TEST image (HIGH_CONFIDENCE_NEAR_DUPLICATE),JPEG,1.0,,False
Venomous/King Cobra/400px-12_-_The_Mystical_King_Cobra_and_Coffee_Forests.jpg,400px-12_-_The_Mystical_King_Cobra_and_Coffee_Forests.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,400,299,RGB,68918,07846158345aae353b9461673f000a1e6776dd4b8fbb861d2dcfcb32023a6449,8ed4e2621d1fe998,a48c347637c56dc3,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.337793,,False
Venomous/King Cobra/4182f3e0ec2558bb23cf61828f7c752d--king-cobra-southeast-asia.jpg,4182f3e0ec2558bb23cf61828f7c752d--king-cobra-southeast-asia.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,220,207,RGB,10200,0968066f392f1c1d80e50ffc60414ef5998c4b854abfc074b9745556cc9c24ac,c3a0bc764f8aa45b,879f9bc9c8c47972,True,,,,True,TEST,False,NOT VERIFIED,LEAKAGE_RISK,near-duplicate candidate matching existing TEST image (HIGH_CONFIDENCE_NEAR_DUPLICATE),JPEG,1.062802,,False
Venomous/King Cobra/5-dog-beat-cobra-795x447.jpg,5-dog-beat-cobra-795x447.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,795,447,RGB,91800,2656a80d13f810f930a36294df8acf9b6b7d8304ea996d67d08bb4a3363c7320,831a1bbd165b68ce,f15d89dc76925bcc,True,,,,True,TEST,False,NOT VERIFIED,LEAKAGE_RISK,near-duplicate candidate matching existing TEST image (HIGH_CONFIDENCE_NEAR_DUPLICATE),JPEG,1.778523,,False
Venomous/King Cobra/520e37a2-d600-4c4f-8f19-6b87429fc7a0.Full_.jpg,520e37a2-d600-4c4f-8f19-6b87429fc7a0.Full_.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,588,233,RGB,54983,215829324ba29cf715b409b5d6e2553bcb59352baeb1857bff9bb95b2d85303c,cc663034c73b31eb,6470616263b33131,True,,,,True,TEST,False,NOT VERIFIED,LEAKAGE_RISK,near-duplicate candidate matching existing TEST image (HIGH_CONFIDENCE_NEAR_DUPLICATE),JPEG,2.523605,,False
Venomous/King Cobra/6919_image.jpg,6919_image.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,516,360,RGB,34783,f9cf3b17ff4aed671fdc3aecd0de168f4fc84d6feb0846f952f5469114667927,914a99676a379595,00383c1e1c5e3e3c,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.433333,,False
Venomous/King Cobra/69bb5d81e366d17ee82869fca4ab08b9.jpg,69bb5d81e366d17ee82869fca4ab08b9.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,1024,805,RGB,341100,0f049972790253a463a0edb4936d7aa89940aa21a616a3a664bd845e8d2116ed,b8c7cc978798690e,698d899b9e1e3d33,True,,,,False,,False,NOT VERIFIED,PROVENANCE_REVIEW,source provenance and training reuse rights not verified,JPEG,1.27205,,False
"Venomous/King Cobra/71Dvk902gcL._AC_UL320_SR314,320_.jpg","71Dvk902gcL._AC_UL320_SR314,320_.jpg",.jpg,Venomous,King Cobra,Venomous_Snake,314,320,RGB,22394,ecb43988830622b71a0904df6559589159f6798cee06b95c6420864f3481f5ce,96e1a8e8cbc7e4c2,619ce86871b87879,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,0.98125,,False
Venomous/King Cobra/7691.jpg,7691.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,1280,720,RGB,98409,65467fedf4dc295586d566bb0b9aa280101c95303ff45416cbeb8421f0da864a,8956ad51873b90cf,da9ab13bea9a7bc3,True,,,,True,VALIDATION,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing VALIDATION image,JPEG,1.777778,,False
Venomous/King Cobra/7e00468a660261144d2c0d4cd3ad6b91--king-cobra-snake-snake-sculpture.jpg,7e00468a660261144d2c0d4cd3ad6b91--king-cobra-snake-snake-sculpture.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,500,583,RGB,33419,98f749b053b7ab28c3beca1ba82b5bc49065a7d2ce87a4475fdced5bf119f403,b8b04ec7d10cef16,8d8dba9b1e17371f,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,0.857633,,False
Venomous/King Cobra/87764986_XS.jpg,87764986_XS.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,750,428,RGB,35417,3ce9cb833432a469373b80e16519e3e364943b3098a82dddef6b14d6921d2bcf,82f87c8271aec771,893072fbd8ec7d06,True,,,,True,VALIDATION,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing VALIDATION image,JPEG,1.752336,,False
Venomous/King Cobra/900-470162014-king-cobra.jpg,900-470162014-king-cobra.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,900,600,RGB,34085,2e316e86465a0ca38cf8ee76f6266cb6a1b3464aa985f33eb19c00d87f26c904,d53862ceb40d31e7,102518f4f0706186,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.5,,False
Venomous/King Cobra/9142978675_2c99821195.jpg,9142978675_2c99821195.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,279,500,RGB,98884,48f8f49352b4d44daebe7ba95a701353557206980244a237f42154d667dc3bc4,b3634c0c19cf9af2,96cc485a18373118,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,0.558,,False
Venomous/King Cobra/920x1240.jpg,920x1240.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,920,549,RGB,23563,aebe6f827e548152475110d21d355b7c6ea8be0178f074b7e3ba2f2e5588ae15,dd32365bcdcc6460,f8ccc6f2d2d2b2b2,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.675774,,False
Venomous/King Cobra/_85349739_hi000324519.jpg,_85349739_hi000324519.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,660,371,RGB,51903,843a81a4ea447354a1dc2ed4d38557d857e1b2e03e83b6091e4c7740a5307588,9758bc325d60b956,b49082d2e8cacc6e,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,exact match to existing TRAIN image,JPEG,1.778976,,False
Venomous/King Cobra/a-king-cobra-jeff-jundt.jpg,a-king-cobra-jeff-jundt.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,1046,698,RGB,191430,3bb47e0cb8d2331fa70de01878f72db8d4d9c0194e22546c4e3edb4065d776fe,be1ad561dec00d6a,1c5d7d7d291f8e74,True,,,,True,VALIDATION,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing VALIDATION image,JPEG,1.498567,,False
Venomous/King Cobra/A-king-cobra-rescued-from-a-coffee-plantation-to-prevent-it-from-being-killed-by-the-plantation-workers.jpg,A-king-cobra-rescued-from-a-coffee-plantation-to-prevent-it-from-being-killed-by-the-plantation-workers.jpg,.jpg,Venomous,King Cobra,Venomous_Snake,650,432,RGB,223533,a6d725ba97fad5c2ee8dfde3aca88cedd457f3507145bec4e23cce0df0d0fbc6,b134e4e5bd406c6e,cecc4d1c18db181e,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.50463,,False
